Protein id,number in CRISPR array,Number in genome sequences,Co-occurance,BLASTp derived description,
11985|*|gene_20772|GeneMark.hmm|826_aa|+|9426|11906,3,170,0.017647059,,
4988|*|gene_33477|GeneMark.hmm|1079_aa|-|34823|38062,14,794,0.017632242,,
10008|*|gene_4685721|GeneMark.hmm|875_aa|-|3573|6200,2060,117043,0.017600369,,
14121|*|gene_33154|GeneMark.hmm|781_aa|-|17494|19839,42,2392,0.017558528,,
8049|*|gene_2270437|GeneMark.hmm|938_aa|+|2424|5240,7,399,0.01754386,,
14002|*|gene_993784|GeneMark.hmm|785_aa|-|35655|38012,1404,80044,0.017540353,,
9449|*|gene_1958938|GeneMark.hmm|892_aa|+|3672|6350,2800,160028,0.017496938,,
8613|*|gene_2282863|GeneMark.hmm|918_aa|-|15248|18004,234,13408,0.017452267,,
1730|*|gene_33568|GeneMark.hmm|1394_aa|-|33515|37699,10,574,0.017421603,,
2208|*|gene_701484|GeneMark.hmm|1331_aa|+|31296|35291,1331,76597,0.01737666,,
10606|*|gene_310609|GeneMark.hmm|858_aa|-|1241|3817,1358,78498,0.017299804,,
9900|*|gene_2133147|GeneMark.hmm|878_aa|+|15200|17836,1517,87778,0.017282235,,
10306|*|gene_16184|GeneMark.hmm|866_aa|-|38376|40976,1336,77332,0.01727616,,
11856|*|gene_8448|GeneMark.hmm|828_aa|+|48368|50854,237,13730,0.017261471,,
7541|*|gene_22113|GeneMark.hmm|957_aa|-|8374|11247,373,21714,0.017177858,,
11093|*|gene_21051|GeneMark.hmm|845_aa|+|32125|34662,282,16425,0.01716895,,
344|*|gene_4365036|GeneMark.hmm|2068_aa|-|14230|20436,516,30066,0.017162243,,
10097|*|gene_10449|GeneMark.hmm|871_aa|+|27458|30073,3063,178496,0.017160048,,
1537|*|gene_1805724|GeneMark.hmm|1434_aa|-|33654|37958,3,175,0.017142857,,
1949|*|gene_15252|GeneMark.hmm|1359_aa|-|20196|24275,18,1052,0.017110266,,
8409|*|gene_4697565|GeneMark.hmm|925_aa|+|1427|4204,1415,83077,0.017032392,,
4961|*|gene_4506059|GeneMark.hmm|1083_aa|-|16280|19531,19,1120,0.016964286,,
5189|*|gene_163246|GeneMark.hmm|1070_aa|+|10024|13236,385,22712,0.016951391,,
8276|*|gene_45512|GeneMark.hmm|928_aa|+|19255|22041,5,295,0.016949153,,
4503|*|gene_503349|GeneMark.hmm|1109_aa|+|16616|19945,1361,80401,0.01692765,,
7017|*|gene_4720663|GeneMark.hmm|983_aa|+|1481|4432,1350,80179,0.016837326,,
576|*|gene_2142163|GeneMark.hmm|1832_aa|-|22823|28321,1338,79583,0.016812636,,
3548|*|gene_4523040|GeneMark.hmm|1179_aa|-|11654|15193,1349,80384,0.016781947,,
6942|*|gene_8905|GeneMark.hmm|984_aa|-|81058|84012,1290,76908,0.016773288,,
2131|*|gene_2661621|GeneMark.hmm|1336_aa|+|6481|10491,1218,72943,0.01669797,,
11292|*|gene_2002106|GeneMark.hmm|842_aa|+|37068|39596,1659,99410,0.016688462,,
1203|*|gene_12479|GeneMark.hmm|1518_aa|+|45915|50471,6,360,0.016666667,,
2494|*|gene_3206198|GeneMark.hmm|1296_aa|+|3839|7729,1307,78684,0.016610747,,
11014|*|gene_1648374|GeneMark.hmm|848_aa|+|17190|19736,36,2171,0.01658222,,
4017|*|gene_24227|GeneMark.hmm|1140_aa|-|35223|38645,31,1870,0.01657754,,
12040|*|gene_2279987|GeneMark.hmm|826_aa|-|6111|8591,1305,78841,0.016552301,,
7439|*|gene_4909415|GeneMark.hmm|963_aa|-|14523|17414,82,4974,0.016485726,,
4317|*|gene_1063356|GeneMark.hmm|1122_aa|+|16397|19765,1280,77939,0.0164231,,
61|*|gene_1124904|GeneMark.hmm|3222_aa|+|32|9700,120,7315,0.016404648,,
3872|*|gene_2216821|GeneMark.hmm|1154_aa|+|181|3645,1288,78652,0.016375934,,
8425|*|gene_12544|GeneMark.hmm|923_aa|-|82856|85627,1228,75032,0.01636635,,
12116|*|gene_1095733|GeneMark.hmm|824_aa|+|36211|38685,2463,150836,0.016328993,,
5223|*|gene_265691|GeneMark.hmm|1068_aa|-|8945|12151,62,3809,0.016277238,,
11283|*|gene_8465|GeneMark.hmm|842_aa|-|24891|27419,1293,79515,0.016261083,,
4701|*|gene_130685|GeneMark.hmm|1097_aa|+|12727|16020,1266,78009,0.016228897,,
3194|*|gene_2738942|GeneMark.hmm|1212_aa|-|7519|11157,1396,86020,0.016228784,,
11330|*|gene_3639152|GeneMark.hmm|842_aa|-|124|2652,1279,78868,0.01621697,,
14443|*|gene_310066|GeneMark.hmm|776_aa|-|14632|16962,28,1739,0.016101208,,
12590|*|gene_2516863|GeneMark.hmm|814_aa|-|1374|3818,2669,165857,0.016092176,,
1054|*|gene_4661522|GeneMark.hmm|1571_aa|-|3198|7913,1184,73789,0.016045752,,
2768|*|gene_2545142|GeneMark.hmm|1257_aa|+|1325|5098,1295,81014,0.015984892,,
9956|*|gene_3292237|GeneMark.hmm|877_aa|-|8000|10633,1255,78614,0.015964078,,
5580|*|gene_33842|GeneMark.hmm|1047_aa|-|22651|25794,27,1694,0.015938607,,
12237|*|gene_5407|GeneMark.hmm|820_aa|+|129844|132306,172,10807,0.01591561,,
990|*|gene_4347939|GeneMark.hmm|1596_aa|-|5566|10356,974,61321,0.015883629,,
7483|*|gene_2427896|GeneMark.hmm|961_aa|+|3347|6232,4585,288892,0.015870983,,
10180|*|gene_974|GeneMark.hmm|869_aa|-|19325|21934,1220,77121,0.015819297,,
10171|*|gene_143949|GeneMark.hmm|870_aa|-|36755|39367,1343,85013,0.015797584,,
742|*|gene_2293428|GeneMark.hmm|1724_aa|+|1|5175,14579,925108,0.015759241,,
1837|*|gene_494752|GeneMark.hmm|1378_aa|-|26121|30257,1227,77947,0.015741465,,
6903|*|gene_498308|GeneMark.hmm|987_aa|-|34935|37898,45,2860,0.015734266,,
11117|*|gene_2519353|GeneMark.hmm|846_aa|-|2370|4910,3187,202740,0.015719641,,
1874|*|gene_3077304|GeneMark.hmm|1372_aa|-|15312|19430,18344,1167068,0.015718022,,
6408|*|gene_2253736|GeneMark.hmm|1011_aa|+|20837|23872,60,3826,0.015682175,,
1616|*|gene_2147796|GeneMark.hmm|1418_aa|+|29091|33347,1217,77850,0.015632627,,
14887|*|gene_1589299|GeneMark.hmm|768_aa|+|14090|16396,1274,81531,0.015625958,,
12138|*|gene_28884|GeneMark.hmm|822_aa|-|5327|7795,2,128,0.015625,,
15833|*|gene_47855|GeneMark.hmm|752_aa|-|21651|23909,1322,84614,0.015623892,,
1278|*|gene_4907773|GeneMark.hmm|1496_aa|+|24475|28965,1189,76174,0.015609,,
7854|*|gene_2495217|GeneMark.hmm|946_aa|-|2554|5394,3201,205184,0.015600632,,
133|*|gene_2478453|GeneMark.hmm|2613_aa|+|92|7933,15096,968282,0.015590499,,
3237|*|gene_4294458|GeneMark.hmm|1209_aa|-|2565|6194,1252,80372,0.015577564,,
10058|*|gene_282790|GeneMark.hmm|873_aa|-|2146|4767,1244,79955,0.015558752,,
3081|*|gene_1390270|GeneMark.hmm|1222_aa|+|23147|26815,2333,150481,0.015503618,,
2077|*|gene_2337239|GeneMark.hmm|1343_aa|-|6008|10039,1254,81092,0.015463918,,
6727|*|gene_24030|GeneMark.hmm|993_aa|+|32274|35255,21,1360,0.015441176,,
2786|*|gene_4425705|GeneMark.hmm|1254_aa|-|17507|21271,1284,83501,0.015377061,,
7867|*|gene_61326|GeneMark.hmm|945_aa|+|32243|35080,586,38177,0.015349556,,
9090|*|gene_2692036|GeneMark.hmm|903_aa|+|2045|4756,1250,81608,0.015317126,,
6871|*|gene_12797|GeneMark.hmm|987_aa|+|32424|35387,11,719,0.015299026,,
3753|*|gene_1734023|GeneMark.hmm|1163_aa|+|678|4169,1191,77884,0.015291973,,
9822|*|gene_1187077|GeneMark.hmm|880_aa|+|37359|40001,4056,265806,0.015259249,,
6583|*|gene_3803262|GeneMark.hmm|1002_aa|-|8621|11629,1201,78833,0.015234737,,
4239|*|gene_3422456|GeneMark.hmm|1127_aa|-|13735|17118,1217,80225,0.015169835,,
11194|*|gene_1891890|GeneMark.hmm|844_aa|-|37362|39896,59,3891,0.015163197,,
9094|*|gene_45076|GeneMark.hmm|901_aa|+|18620|21325,1159,76534,0.015143596,,
5403|*|gene_11873|GeneMark.hmm|1056_aa|+|9327|12497,64,4235,0.015112161,,
4281|*|gene_1723702|GeneMark.hmm|1124_aa|+|36382|39756,2262,150171,0.015062828,,
6631|*|gene_2868667|GeneMark.hmm|1000_aa|-|6878|9880,2422,160901,0.015052734,,
6565|*|gene_2667670|GeneMark.hmm|1003_aa|+|2106|5117,1179,78567,0.0150063,,
872|*|gene_1408714|GeneMark.hmm|1656_aa|+|16146|21113,759,50607,0.014997925,,
6358|*|gene_3467790|GeneMark.hmm|1013_aa|+|55121|58162,1206,80481,0.014984903,,
6292|*|gene_2893560|GeneMark.hmm|1016_aa|-|16234|19284,10,668,0.01497006,,
12867|*|gene_1889148|GeneMark.hmm|808_aa|-|5901|8327,1282,85932,0.014918773,,
9717|*|gene_4129026|GeneMark.hmm|883_aa|+|22808|25459,1275,85483,0.014915246,,
4881|*|gene_1409308|GeneMark.hmm|1087_aa|-|11653|14916,315,21184,0.014869713,,
14254|*|gene_44187|GeneMark.hmm|779_aa|-|3043|5382,1121,75527,0.014842374,,
9860|*|gene_913918|GeneMark.hmm|879_aa|+|6353|8992,1219,82154,0.014837987,,
1056|*|gene_1605261|GeneMark.hmm|1570_aa|-|30718|35430,1217,82137,0.014816709,,
4389|*|gene_953935|GeneMark.hmm|1116_aa|+|29597|32947,1223,82751,0.014779278,,
15105|*|gene_458493|GeneMark.hmm|765_aa|-|22524|24821,1221,82980,0.014714389,,
7312|*|gene_1925506|GeneMark.hmm|969_aa|+|10880|13789,1127,76731,0.014687675,,
586|*|gene_383816|GeneMark.hmm|1827_aa|-|21030|26513,1216,83257,0.014605379,,
8564|*|gene_2292038|GeneMark.hmm|920_aa|-|255|3017,1127,77517,0.014538746,,
9699|*|gene_2344906|GeneMark.hmm|884_aa|-|5700|8354,3707,255095,0.014531841,,
2215|*|gene_2474070|GeneMark.hmm|1331_aa|+|92|4087,8951,615967,0.014531623,,
13624|*|gene_11704|GeneMark.hmm|792_aa|-|43101|45479,656,45189,0.014516807,,
1004|*|gene_2298561|GeneMark.hmm|1590_aa|+|3250|8022,23,1586,0.014501892,,
3435|*|gene_4133386|GeneMark.hmm|1190_aa|+|9483|13055,1185,81749,0.01449559,,
10431|*|gene_1893136|GeneMark.hmm|863_aa|-|16961|19552,33,2280,0.014473684,,
7058|*|gene_2726531|GeneMark.hmm|980_aa|-|9650|12592,1147,79446,0.01443748,,
6337|*|gene_3894689|GeneMark.hmm|1014_aa|-|16619|19663,1135,78937,0.014378555,,
6483|*|gene_4036679|GeneMark.hmm|1006_aa|+|16592|19612,28,1964,0.014256619,,
8374|*|gene_2362611|GeneMark.hmm|926_aa|+|4578|7358,1168,82068,0.0142321,,
7981|*|gene_1168382|GeneMark.hmm|941_aa|+|5664|8489,1117,78574,0.014215898,,
10577|*|gene_3316764|GeneMark.hmm|859_aa|-|47785|50364,1137,80100,0.014194757,,
2225|*|gene_31118|GeneMark.hmm|1329_aa|-|34670|38659,2,141,0.014184397,,
15653|*|gene_24357|GeneMark.hmm|753_aa|+|13060|15321,5,353,0.014164306,,
7148|*|gene_4673054|GeneMark.hmm|976_aa|+|12783|15713,1152,81357,0.014159814,,
3175|*|gene_3950281|GeneMark.hmm|1214_aa|+|895|4539,3146,222783,0.014121365,,
8854|*|gene_1555947|GeneMark.hmm|910_aa|+|7338|10070,1080,76595,0.014100137,,
8783|*|gene_4883794|GeneMark.hmm|912_aa|-|30260|32998,1149,81563,0.01408727,,
2984|*|gene_12886|GeneMark.hmm|1230_aa|-|5692|9384,352,25017,0.014070432,,
7902|*|gene_6993|GeneMark.hmm|942_aa|-|58050|60878,1054,75127,0.014029577,,
1401|*|gene_3082472|GeneMark.hmm|1463_aa|-|5353|9744,1148,81847,0.014026171,,
5999|*|gene_23351|GeneMark.hmm|1028_aa|-|26750|29836,245,17471,0.014023239,,
2660|*|gene_1316961|GeneMark.hmm|1274_aa|-|15415|19239,72,5144,0.01399689,,
7214|*|gene_3734181|GeneMark.hmm|973_aa|+|4209|7130,95,6792,0.013987044,,
10763|*|gene_4014277|GeneMark.hmm|855_aa|+|18598|21165,1120,80389,0.013932254,,
7870|*|gene_4853|GeneMark.hmm|943_aa|-|200004|202835,3,216,0.013888889,,
7383|*|gene_1564202|GeneMark.hmm|965_aa|-|10132|13029,1131,81796,0.013827082,,
8617|*|gene_2156573|GeneMark.hmm|918_aa|-|4351|7107,86,6244,0.013773222,,
10702|*|gene_4666148|GeneMark.hmm|856_aa|-|11731|14301,895,65026,0.013763725,,
1417|*|gene_2559575|GeneMark.hmm|1460_aa|+|5225|9607,3758,273122,0.013759419,,
7093|*|gene_11718|GeneMark.hmm|977_aa|-|77984|80917,1055,76716,0.01375202,,
5408|*|gene_1706476|GeneMark.hmm|1058_aa|-|13323|16499,1144,83320,0.013730197,,
12204|*|gene_39200|GeneMark.hmm|821_aa|-|12959|15424,7,513,0.013645224,,
3538|*|gene_1776517|GeneMark.hmm|1180_aa|-|31323|34865,232,17091,0.013574396,,
716|*|gene_1770159|GeneMark.hmm|1734_aa|-|10165|15369,1079,79494,0.013573351,,
11809|*|gene_1605711|GeneMark.hmm|831_aa|-|36502|38997,1048,77484,0.013525373,,
3499|*|gene_3911971|GeneMark.hmm|1183_aa|-|6051|9602,1021,75506,0.013522104,,
10856|*|gene_232428|GeneMark.hmm|852_aa|+|28578|31136,19,1406,0.013513514,,
11786|*|gene_3084737|GeneMark.hmm|831_aa|+|395|2890,1061,78646,0.013490832,,
6248|*|gene_2358771|GeneMark.hmm|1019_aa|-|2128|5187,21,1560,0.013461538,,
32|*|gene_127644|GeneMark.hmm|3864_aa|-|13056|24650,7421,551772,0.013449396,,
7988|*|gene_19385|GeneMark.hmm|939_aa|-|9339|12158,2,149,0.013422819,,
4235|*|gene_405947|GeneMark.hmm|1127_aa|+|26082|29465,5,373,0.013404826,,
4745|*|gene_3697512|GeneMark.hmm|1095_aa|-|2|3286,1811,135271,0.01338794,,
1119|*|gene_1388382|GeneMark.hmm|1548_aa|+|24152|28798,1288,96503,0.013346735,,
9492|*|gene_19554|GeneMark.hmm|889_aa|-|2096|4765,2,150,0.013333333,,
2491|*|gene_3112920|GeneMark.hmm|1296_aa|+|19458|23348,243,18300,0.013278689,,
12078|*|gene_366500|GeneMark.hmm|825_aa|+|7470|9947,1068,80878,0.013205074,,
2414|*|gene_4517492|GeneMark.hmm|1306_aa|-|3848|7768,1062,80593,0.013177323,,
1364|*|gene_1605335|GeneMark.hmm|1472_aa|+|1916|6334,23,1751,0.013135351,,
9092|*|gene_8989|GeneMark.hmm|901_aa|-|68370|71075,4,305,0.013114754,,
14356|*|gene_3292224|GeneMark.hmm|778_aa|-|16106|18442,1036,79073,0.013101817,,
4348|*|gene_1443041|GeneMark.hmm|1119_aa|-|11445|14804,1053,80372,0.013101578,,
13306|*|gene_219008|GeneMark.hmm|799_aa|-|16811|19210,147,11233,0.013086442,,
3295|*|gene_9224|GeneMark.hmm|1202_aa|+|77986|81594,18,1376,0.013081395,,
9200|*|gene_2297725|GeneMark.hmm|899_aa|+|940|3639,950,72768,0.013055189,,
277|*|gene_2669407|GeneMark.hmm|2171_aa|-|12470|18985,993,76149,0.013040224,,
12363|*|gene_1271199|GeneMark.hmm|818_aa|+|30928|33384,1081,82953,0.013031476,,
2284|*|gene_36707|GeneMark.hmm|1322_aa|-|4671|8639,8,614,0.013029316,,
682|*|gene_44966|GeneMark.hmm|1754_aa|+|4008|9272,1007,77290,0.013028852,,
1406|*|gene_4978|GeneMark.hmm|1461_aa|+|51395|55780,72,5536,0.01300578,,
2443|*|gene_2593949|GeneMark.hmm|1302_aa|+|8292|12200,1039,79943,0.01299676,,
1207|*|gene_2352512|GeneMark.hmm|1518_aa|+|245|4801,775,59692,0.012983314,,
10558|*|gene_30449|GeneMark.hmm|859_aa|+|6228|8807,195,15044,0.012961978,,
5960|*|gene_3803280|GeneMark.hmm|1031_aa|-|12532|15627,1024,79140,0.012939095,,
12475|*|gene_2739025|GeneMark.hmm|816_aa|-|5839|8289,1035,80040,0.012931034,,
8078|*|gene_4658738|GeneMark.hmm|937_aa|-|24096|26909,1169,90430,0.012927126,,
1346|*|gene_2438456|GeneMark.hmm|1477_aa|+|5613|10046,2797,216578,0.012914516,,
8428|*|gene_33545|GeneMark.hmm|923_aa|-|34924|37695,2,156,0.012820513,,
5898|*|gene_3920001|GeneMark.hmm|1034_aa|-|2402|5506,978,76552,0.01277563,,
3686|*|gene_4055641|GeneMark.hmm|1169_aa|+|13981|17490,298,23359,0.012757395,,
13608|*|gene_2475441|GeneMark.hmm|793_aa|+|454|2835,3914,306875,0.012754379,,
2651|*|gene_2444523|GeneMark.hmm|1274_aa|+|4935|8759,1755,137831,0.012732985,,
7752|*|gene_1736150|GeneMark.hmm|951_aa|-|191|3046,56,4416,0.012681159,,
4335|*|gene_1106358|GeneMark.hmm|1120_aa|+|14770|18132,59,4662,0.012655513,,
9586|*|gene_2603506|GeneMark.hmm|887_aa|+|2135|4798,1042,82430,0.012641029,,
15482|*|gene_25223|GeneMark.hmm|757_aa|+|470|2743,3,238,0.012605042,,
7944|*|gene_2598697|GeneMark.hmm|942_aa|+|2135|4963,1032,82004,0.012584752,,
968|*|gene_4953|GeneMark.hmm|1603_aa|+|28260|33071,34,2702,0.012583272,,
7757|*|gene_3733064|GeneMark.hmm|951_aa|+|2765|5620,1035,82404,0.01256007,,
4343|*|gene_905422|GeneMark.hmm|1120_aa|-|28863|32225,1011,80544,0.012552145,,
6013|*|gene_35656|GeneMark.hmm|1028_aa|-|25426|28512,36,2874,0.012526096,,
7542|*|gene_2956529|GeneMark.hmm|958_aa|-|8297|11173,1561,124813,0.01250671,,
9798|*|gene_1153586|GeneMark.hmm|881_aa|+|33866|36511,12,960,0.0125,,
4396|*|gene_5036|GeneMark.hmm|1114_aa|-|158881|162225,942,75382,0.012496352,,
9096|*|gene_29804|GeneMark.hmm|903_aa|+|3700|6411,2121,169870,0.012486019,,
7822|*|gene_4752633|GeneMark.hmm|947_aa|+|20281|23124,4590,367788,0.012480016,,
3222|*|gene_1955677|GeneMark.hmm|1210_aa|+|3990|7622,17,1364,0.012463343,,
12334|*|gene_4334607|GeneMark.hmm|819_aa|-|3782|6241,1014,81580,0.012429517,,
11893|*|gene_4372545|GeneMark.hmm|829_aa|+|8052|10541,43,3464,0.012413395,,
869|*|gene_4867750|GeneMark.hmm|1657_aa|+|11510|16483,1266,102028,0.012408358,,
714|*|gene_2170209|GeneMark.hmm|1735_aa|+|1757|6964,1085,87508,0.012398866,,
12254|*|gene_45641|GeneMark.hmm|821_aa|+|26576|29041,4,323,0.012383901,,
84|*|gene_31290|GeneMark.hmm|2925_aa|-|12255|21032,1423,115311,0.01234054,,
12288|*|gene_3097194|GeneMark.hmm|820_aa|+|512|2974,1018,82632,0.012319682,,
11334|*|gene_3203999|GeneMark.hmm|842_aa|+|10661|13189,1081,87809,0.012310811,,
8668|*|gene_3966236|GeneMark.hmm|916_aa|-|267|3017,50,4086,0.012236907,,
10297|*|gene_1057949|GeneMark.hmm|867_aa|+|11561|14164,522,42682,0.01222998,,
8007|*|gene_17659|GeneMark.hmm|938_aa|-|6288|9104,14,1146,0.012216405,,
4393|*|gene_12522|GeneMark.hmm|1114_aa|-|7356|10700,19,1557,0.012202954,,
6500|*|gene_57483|GeneMark.hmm|1006_aa|-|21516|24536,974,80062,0.012165572,,
1806|*|gene_231921|GeneMark.hmm|1383_aa|-|2628|6779,124,10195,0.012162825,,
7710|*|gene_1619964|GeneMark.hmm|952_aa|+|8494|11352,3957,325512,0.012156234,,
13460|*|gene_1065268|GeneMark.hmm|796_aa|-|5945|8335,7,576,0.012152778,,
2906|*|gene_2534299|GeneMark.hmm|1240_aa|-|913|4635,4415,363303,0.012152391,,
31|*|gene_40873|GeneMark.hmm|3921_aa|+|14770|26535,1497,123311,0.012140036,,
90|*|gene_2229064|GeneMark.hmm|2899_aa|-|6469|15168,1718,141723,0.012122238,,
9907|*|gene_4233987|GeneMark.hmm|878_aa|+|19291|21927,969,80053,0.012104481,,
5597|*|gene_3962714|GeneMark.hmm|1048_aa|+|7633|10779,939,77805,0.012068633,,
4020|*|gene_2552832|GeneMark.hmm|1143_aa|+|936|4367,943,78189,0.01206052,,
8501|*|gene_4225066|GeneMark.hmm|922_aa|+|12002|14770,945,78588,0.012024737,,
4098|*|gene_3238444|GeneMark.hmm|1137_aa|-|2267|5680,877,73013,0.01201156,,
1235|*|gene_4907|GeneMark.hmm|1507_aa|+|70156|74679,477,39732,0.012005436,,
5671|*|gene_3001633|GeneMark.hmm|1045_aa|+|3|3140,15,1254,0.011961722,,
14132|*|gene_13548|GeneMark.hmm|781_aa|-|65803|68148,22,1843,0.011937059,,
9596|*|gene_3125543|GeneMark.hmm|887_aa|-|5264|7927,1960,164197,0.011936881,,
7843|*|gene_1316652|GeneMark.hmm|946_aa|-|33870|36710,2,168,0.011904762,,
1674|*|gene_5953|GeneMark.hmm|1404_aa|+|172878|177092,43,3613,0.011901467,,
6755|*|gene_3808781|GeneMark.hmm|994_aa|-|10398|13382,196,16471,0.011899703,,
5669|*|gene_13725|GeneMark.hmm|1043_aa|-|4104|7235,878,73821,0.011893635,,
6143|*|gene_3120548|GeneMark.hmm|1023_aa|-|19066|22137,938,78872,0.011892687,,
11529|*|gene_53041|GeneMark.hmm|837_aa|+|37215|39728,2028,170565,0.011889895,,
11159|*|gene_29380|GeneMark.hmm|844_aa|-|26439|28973,4,337,0.011869436,,
3135|*|gene_2598118|GeneMark.hmm|1217_aa|-|6922|10575,634,53542,0.011841171,,
3699|*|gene_199|GeneMark.hmm|1166_aa|-|215493|218993,14,1183,0.01183432,,
2487|*|gene_7429|GeneMark.hmm|1295_aa|+|14665|18552,912,77171,0.011817911,,
3310|*|gene_576305|GeneMark.hmm|1202_aa|+|928|4536,1002,84948,0.011795451,,
5664|*|gene_1610076|GeneMark.hmm|1045_aa|+|6756|9893,1020,86585,0.011780331,,
1197|*|gene_2812159|GeneMark.hmm|1523_aa|+|66719|71290,877,74488,0.011773709,,
6245|*|gene_1268312|GeneMark.hmm|1019_aa|-|7808|10867,192,16412,0.011698757,,
1530|*|gene_4006858|GeneMark.hmm|1435_aa|-|420|4727,1906,163308,0.011671198,,
805|*|gene_1042754|GeneMark.hmm|1691_aa|-|23919|28994,74,6364,0.011627907,,
8640|*|gene_60382|GeneMark.hmm|917_aa|-|26327|29080,15,1297,0.01156515,,
9987|*|gene_1312950|GeneMark.hmm|876_aa|+|9176|11806,925,80069,0.011552536,,
11393|*|gene_38756|GeneMark.hmm|839_aa|+|2279|4798,9,780,0.011538462,,
12915|*|gene_5558|GeneMark.hmm|805_aa|+|69019|71436,4,348,0.011494253,,
6391|*|gene_4332861|GeneMark.hmm|1012_aa|+|19447|22485,75,6525,0.011494253,,
680|*|gene_3507924|GeneMark.hmm|1757_aa|+|224|5497,962,83809,0.011478481,,
1333|*|gene_23317|GeneMark.hmm|1480_aa|-|35560|39999,5,436,0.01146789,,
8477|*|gene_3519015|GeneMark.hmm|923_aa|-|2278|5049,682,59485,0.011465075,,
5675|*|gene_622586|GeneMark.hmm|1044_aa|-|24731|27865,1846,161832,0.011406891,,
5791|*|gene_43476|GeneMark.hmm|1037_aa|+|12910|16023,4,351,0.011396011,,
5918|*|gene_4536640|GeneMark.hmm|1033_aa|+|22398|25499,30,2634,0.011389522,,
13162|*|gene_36946|GeneMark.hmm|801_aa|+|12837|15242,876,77023,0.011373226,,
3489|*|gene_2901933|GeneMark.hmm|1185_aa|-|445|4002,568,49959,0.011369323,,
10059|*|gene_4524529|GeneMark.hmm|873_aa|+|15911|18532,1050,92375,0.011366712,,
15518|*|gene_18062|GeneMark.hmm|756_aa|+|34977|37247,873,77207,0.011307265,,
13017|*|gene_13484|GeneMark.hmm|804_aa|-|76607|79021,7,621,0.011272142,,
5578|*|gene_1444985|GeneMark.hmm|1049_aa|-|3025|6174,1851,164270,0.011268034,,
15727|*|gene_1441208|GeneMark.hmm|753_aa|-|8354|10615,571,51043,0.011186647,,
2572|*|gene_1797289|GeneMark.hmm|1285_aa|-|31932|35789,970,86716,0.01118594,,
12148|*|gene_2288966|GeneMark.hmm|823_aa|-|6632|9103,893,80152,0.011141331,,
9338|*|gene_4151131|GeneMark.hmm|895_aa|-|902|3589,2,180,0.011111111,,
92|*|gene_1890387|GeneMark.hmm|2890_aa|+|1985|10657,1217,109648,0.011099154,,
14763|*|gene_2606041|GeneMark.hmm|771_aa|-|1343|3658,585,53072,0.011022762,,
14210|*|gene_2914925|GeneMark.hmm|781_aa|+|375|2720,613,55654,0.011014482,,
10737|*|gene_39491|GeneMark.hmm|854_aa|+|9366|11930,950,86293,0.011009004,,
14681|*|gene_3902477|GeneMark.hmm|772_aa|+|205|2523,26,2364,0.010998308,,
9173|*|gene_15238|GeneMark.hmm|898_aa|+|3|2699,2,182,0.010989011,,
1159|*|gene_3135729|GeneMark.hmm|1536_aa|-|11486|16096,170,15476,0.010984751,,
8623|*|gene_2405799|GeneMark.hmm|918_aa|+|871|3627,423,38585,0.010962809,,
5540|*|gene_3087181|GeneMark.hmm|1051_aa|-|12688|15843,2895,265285,0.010912792,,
4011|*|gene_2491649|GeneMark.hmm|1143_aa|-|103|3534,926,84948,0.010900786,,
3379|*|gene_43454|GeneMark.hmm|1193_aa|+|6034|9615,556,51047,0.010891923,,
2260|*|gene_1609798|GeneMark.hmm|1326_aa|+|8641|12621,916,84373,0.010856554,,
6346|*|gene_4920554|GeneMark.hmm|1014_aa|+|12931|15975,853,78618,0.010849933,,
4478|*|gene_2524809|GeneMark.hmm|1111_aa|-|18831|22166,949,87598,0.010833581,,
14627|*|gene_22956|GeneMark.hmm|772_aa|+|3069|5387,9,831,0.010830325,,
3933|*|gene_17410|GeneMark.hmm|1148_aa|-|10659|14105,788,72825,0.01082046,,
5563|*|gene_12414|GeneMark.hmm|1048_aa|-|38669|41815,856,79319,0.010791866,,
3130|*|gene_3860564|GeneMark.hmm|1218_aa|-|4417|8073,115,10657,0.010791029,,
440|*|gene_4535092|GeneMark.hmm|1959_aa|-|6181|12060,1437,133435,0.010769288,,
9263|*|gene_3213922|GeneMark.hmm|897_aa|-|4172|6865,19,1771,0.010728402,,
1837|*|gene_10609|GeneMark.hmm|1378_aa|-|97957|102093,219,20423,0.010723204,,
4656|*|gene_1556227|GeneMark.hmm|1099_aa|+|29501|32800,828,77707,0.010655411,,
8499|*|gene_308483|GeneMark.hmm|922_aa|-|2333|5101,429,40747,0.010528382,,
9499|*|gene_3845016|GeneMark.hmm|890_aa|+|13086|15758,854,81212,0.010515687,,
7648|*|gene_4356|GeneMark.hmm|953_aa|+|31089|33950,810,77118,0.010503384,,
8831|*|gene_41633|GeneMark.hmm|909_aa|+|29178|31907,15,1429,0.010496851,,
963|*|gene_28611|GeneMark.hmm|1608_aa|+|22069|26895,50,4770,0.01048218,,
2802|*|gene_24164|GeneMark.hmm|1250_aa|-|28400|32152,5,477,0.01048218,,
8797|*|gene_4530715|GeneMark.hmm|912_aa|-|3560|6298,848,81040,0.010463968,,
2149|*|gene_2066225|GeneMark.hmm|1335_aa|+|14456|18463,11,1052,0.010456274,,
4676|*|gene_37635|GeneMark.hmm|1098_aa|-|13037|16333,1586,151931,0.010438949,,
12764|*|gene_16245|GeneMark.hmm|808_aa|+|35648|38074,714,68468,0.010428229,,
